T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2014-2015,,,,,,,
,,,,,,,
Year,Region,County Name,District Name,District Number,Charter Status,Gender,Enrollment
2014-2015,07,NACOGDOCHES COUNTY,STEPHEN F AUSTIN STATE UNIVERSITY,174801,OPEN ENROLLMENT CHARTER,Male,125
2014-2015,11,ERATH COUNTY,STEPHENVILLE ISD,072903,TRADITIONAL ISD/CSD,Female,1787
2014-2015,11,ERATH COUNTY,STEPHENVILLE ISD,072903,TRADITIONAL ISD/CSD,Male,1827
2014-2015,15,STERLING COUNTY,STERLING CITY ISD,216901,TRADITIONAL ISD/CSD,Female,143
2014-2015,15,STERLING COUNTY,STERLING CITY ISD,216901,TRADITIONAL ISD/CSD,Male,183
2014-2015,20,WILSON COUNTY,STOCKDALE ISD,247906,TRADITIONAL ISD/CSD,Female,377
2014-2015,20,WILSON COUNTY,STOCKDALE ISD,247906,TRADITIONAL ISD/CSD,Male,457
2014-2015,16,SHERMAN COUNTY,STRATFORD ISD,211902,TRADITIONAL ISD/CSD,Female,271
2014-2015,16,SHERMAN COUNTY,STRATFORD ISD,211902,TRADITIONAL ISD/CSD,Male,306
2014-2015,11,PALO PINTO COUNTY,STRAWN ISD,182905,TRADITIONAL ISD/CSD,Female,78
2014-2015,11,PALO PINTO COUNTY,STRAWN ISD,182905,TRADITIONAL ISD/CSD,Male,94
2014-2015,17,LAMB COUNTY,SUDAN ISD,140908,TRADITIONAL ISD/CSD,Female,218
2014-2015,17,LAMB COUNTY,SUDAN ISD,140908,TRADITIONAL ISD/CSD,Male,216
2014-2015,08,HOPKINS COUNTY,SULPHUR BLUFF ISD,112910,TRADITIONAL ISD/CSD,Female,96
2014-2015,08,HOPKINS COUNTY,SULPHUR BLUFF ISD,112910,TRADITIONAL ISD/CSD,Male,116
2014-2015,08,HOPKINS COUNTY,SULPHUR SPRINGS ISD,112901,TRADITIONAL ISD/CSD,Female,2084
2014-2015,08,HOPKINS COUNTY,SULPHUR SPRINGS ISD,112901,TRADITIONAL ISD/CSD,Male,2294
2014-2015,17,HOCKLEY COUNTY,SUNDOWN ISD,110907,TRADITIONAL ISD/CSD,Female,322
2014-2015,17,HOCKLEY COUNTY,SUNDOWN ISD,110907,TRADITIONAL ISD/CSD,Male,351
2014-2015,10,DALLAS COUNTY,SUNNYVALE ISD,057919,TRADITIONAL ISD/CSD,Female,693
2014-2015,10,DALLAS COUNTY,SUNNYVALE ISD,057919,TRADITIONAL ISD/CSD,Male,825
2014-2015,16,MOORE COUNTY,SUNRAY ISD,171902,TRADITIONAL ISD/CSD,Female,225
2014-2015,16,MOORE COUNTY,SUNRAY ISD,171902,TRADITIONAL ISD/CSD,Male,295
2014-2015,04,BRAZORIA COUNTY,SWEENY ISD,020906,TRADITIONAL ISD/CSD,Female,891
2014-2015,04,BRAZORIA COUNTY,SWEENY ISD,020906,TRADITIONAL ISD/CSD,Male,1012
2014-2015,03,LAVACA COUNTY,SWEET HOME ISD,143905,TRADITIONAL ISD/CSD,Female,66
2014-2015,03,LAVACA COUNTY,SWEET HOME ISD,143905,TRADITIONAL ISD/CSD,Male,88
2014-2015,14,NOLAN COUNTY,SWEETWATER ISD,177902,TRADITIONAL ISD/CSD,Female,1088
2014-2015,14,NOLAN COUNTY,SWEETWATER ISD,177902,TRADITIONAL ISD/CSD,Male,1144
2014-2015,02,SAN PATRICIO COUNTY,TAFT ISD,205907,TRADITIONAL ISD/CSD,Female,544
2014-2015,02,SAN PATRICIO COUNTY,TAFT ISD,205907,TRADITIONAL ISD/CSD,Male,566
2014-2015,17,LYNN COUNTY,TAHOKA ISD,153904,TRADITIONAL ISD/CSD,Female,286
2014-2015,17,LYNN COUNTY,TAHOKA ISD,153904,TRADITIONAL ISD/CSD,Male,306
2014-2015,04,LIBERTY COUNTY,TARKINGTON ISD,146907,TRADITIONAL ISD/CSD,Female,920
2014-2015,04,LIBERTY COUNTY,TARKINGTON ISD,146907,TRADITIONAL ISD/CSD,Male,953
2014-2015,07,RUSK COUNTY,TATUM ISD,201910,TRADITIONAL ISD/CSD,Female,770
2014-2015,07,RUSK COUNTY,TATUM ISD,201910,TRADITIONAL ISD/CSD,Male,946
2014-2015,13,WILLIAMSON COUNTY,TAYLOR ISD,246911,TRADITIONAL ISD/CSD,Female,1524
2014-2015,13,WILLIAMSON COUNTY,TAYLOR ISD,246911,TRADITIONAL ISD/CSD,Male,1707
2014-2015,12,FREESTONE COUNTY,TEAGUE ISD,081904,TRADITIONAL ISD/CSD,Female,615
2014-2015,12,FREESTONE COUNTY,TEAGUE ISD,081904,TRADITIONAL ISD/CSD,Male,694
2014-2015,05,JEFFERSON COUNTY,TEKOA ACADEMY OF ACCELERATED STUDI,123803,OPEN ENROLLMENT CHARTER,Female,237
2014-2015,05,JEFFERSON COUNTY,TEKOA ACADEMY OF ACCELERATED STUDI,123803,OPEN ENROLLMENT CHARTER,Male,189
2014-2015,12,BELL COUNTY,TEMPLE ISD,014909,TRADITIONAL ISD/CSD,Female,4297
2014-2015,12,BELL COUNTY,TEMPLE ISD,014909,TRADITIONAL ISD/CSD,Male,4338
2014-2015,07,SHELBY COUNTY,TENAHA ISD,210904,TRADITIONAL ISD/CSD,Female,266
2014-2015,07,SHELBY COUNTY,TENAHA ISD,210904,TRADITIONAL ISD/CSD,Male,305
2014-2015,18,BREWSTER COUNTY,TERLINGUA CSD,022004,TRADITIONAL ISD/CSD,Female,55
2014-2015,18,BREWSTER COUNTY,TERLINGUA CSD,022004,TRADITIONAL ISD/CSD,Male,32
2014-2015,18,TERRELL COUNTY,TERRELL COUNTY ISD,222901,TRADITIONAL ISD/CSD,Female,60
2014-2015,18,TERRELL COUNTY,TERRELL COUNTY ISD,222901,TRADITIONAL ISD/CSD,Male,82
2014-2015,10,KAUFMAN COUNTY,TERRELL ISD,129906,TRADITIONAL ISD/CSD,Female,2032
2014-2015,10,KAUFMAN COUNTY,TERRELL ISD,129906,TRADITIONAL ISD/CSD,Male,2189
2014-2015,10,DALLAS COUNTY,TEXANS CAN ACADEMIES,057804,OPEN ENROLLMENT CHARTER,Female,2072
2014-2015,10,DALLAS COUNTY,TEXANS CAN ACADEMIES,057804,OPEN ENROLLMENT CHARTER,Male,2115
2014-2015,08,BOWIE COUNTY,TEXARKANA ISD,019907,TRADITIONAL ISD/CSD,Female,3608
2014-2015,08,BOWIE COUNTY,TEXARKANA ISD,019907,TRADITIONAL ISD/CSD,Male,3592
2014-2015,04,GALVESTON COUNTY,TEXAS CITY ISD,084906,TRADITIONAL ISD/CSD,Female,3057
2014-2015,04,GALVESTON COUNTY,TEXAS CITY ISD,084906,TRADITIONAL ISD/CSD,Male,3290
2014-2015,14,TAYLOR COUNTY,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,OPEN ENROLLMENT CHARTER,Female,7548
2014-2015,14,TAYLOR COUNTY,TEXAS COLLEGE PREPARATORY ACADEMIE,221801,OPEN ENROLLMENT CHARTER,Male,6485
2014-2015,11,DENTON COUNTY,TEXAS EDUCATION CENTERS,061802,OPEN ENROLLMENT CHARTER,Female,243
2014-2015,11,DENTON COUNTY,TEXAS EDUCATION CENTERS,061802,OPEN ENROLLMENT CHARTER,Male,237
2014-2015,13,TRAVIS COUNTY,TEXAS EMPOWERMENT ACADEMY,227805,OPEN ENROLLMENT CHARTER,Female,137
2014-2015,13,TRAVIS COUNTY,TEXAS EMPOWERMENT ACADEMY,227805,OPEN ENROLLMENT CHARTER,Male,134
2014-2015,15,TOM GREEN COUNTY,TEXAS LEADERSHIP,226801,OPEN ENROLLMENT CHARTER,Female,902
2014-2015,15,TOM GREEN COUNTY,TEXAS LEADERSHIP,226801,OPEN ENROLLMENT CHARTER,Male,864
2014-2015,13,HAYS COUNTY,TEXAS PREPARATORY SCHOOL,105802,OPEN ENROLLMENT CHARTER,Female,138
2014-2015,13,HAYS COUNTY,TEXAS PREPARATORY SCHOOL,105802,OPEN ENROLLMENT CHARTER,Male,142
2014-2015,11,TARRANT COUNTY,TEXAS SCHOOL OF THE ARTS,220814,OPEN ENROLLMENT CHARTER,Female,220
2014-2015,11,TARRANT COUNTY,TEXAS SCHOOL OF THE ARTS,220814,OPEN ENROLLMENT CHARTER,Male,114
2014-2015,06,MONTGOMERY COUNTY,TEXAS SERENITY ACADEMY,170801,OPEN ENROLLMENT CHARTER,Female,192
2014-2015,06,MONTGOMERY COUNTY,TEXAS SERENITY ACADEMY,170801,OPEN ENROLLMENT CHARTER,Male,216
2014-2015,16,SHERMAN COUNTY,TEXHOMA ISD,211901,TRADITIONAL ISD/CSD,Female,103
2014-2015,16,SHERMAN COUNTY,TEXHOMA ISD,211901,TRADITIONAL ISD/CSD,Male,109
2014-2015,16,DALLAM COUNTY,TEXLINE ISD,056902,TRADITIONAL ISD/CSD,Female,88
2014-2015,16,DALLAM COUNTY,TEXLINE ISD,056902,TRADITIONAL ISD/CSD,Male,93
2014-2015,13,TRAVIS COUNTY,THE EAST AUSTIN COLLEGE PREP ACADE,227824,OPEN ENROLLMENT CHARTER,Female,432
2014-2015,13,TRAVIS COUNTY,THE EAST AUSTIN COLLEGE PREP ACADE,227824,OPEN ENROLLMENT CHARTER,Male,415
2014-2015,13,TRAVIS COUNTY,THE EXCEL CENTER (FOR ADULTS),227827,OPEN ENROLLMENT CHARTER,Female,97
2014-2015,13,TRAVIS COUNTY,THE EXCEL CENTER (FOR ADULTS),227827,OPEN ENROLLMENT CHARTER,Male,35
2014-2015,04,HARRIS COUNTY,THE LAWSON ACADEMY,101864,OPEN ENROLLMENT CHARTER,Female,90
2014-2015,04,HARRIS COUNTY,THE LAWSON ACADEMY,101864,OPEN ENROLLMENT CHARTER,Male,64
2014-2015,04,HARRIS COUNTY,THE PRO-VISION ACADEMY,101868,OPEN ENROLLMENT CHARTER,Female,87
2014-2015,04,HARRIS COUNTY,THE PRO-VISION ACADEMY,101868,OPEN ENROLLMENT CHARTER,Male,269
2014-2015,04,HARRIS COUNTY,THE RHODES SCHOOL,101861,OPEN ENROLLMENT CHARTER,Female,405
2014-2015,04,HARRIS COUNTY,THE RHODES SCHOOL,101861,OPEN ENROLLMENT CHARTER,Male,399
2014-2015,04,HARRIS COUNTY,THE VARNETT PUBLIC SCHOOL,101814,OPEN ENROLLMENT CHARTER,Female,796
2014-2015,04,HARRIS COUNTY,THE VARNETT PUBLIC SCHOOL,101814,OPEN ENROLLMENT CHARTER,Male,818
2014-2015,13,MILAM COUNTY,THORNDALE ISD,166905,TRADITIONAL ISD/CSD,Female,291
2014-2015,13,MILAM COUNTY,THORNDALE ISD,166905,TRADITIONAL ISD/CSD,Male,313
2014-2015,13,WILLIAMSON COUNTY,THRALL ISD,246912,TRADITIONAL ISD/CSD,Female,319
2014-2015,13,WILLIAMSON COUNTY,THRALL ISD,246912,TRADITIONAL ISD/CSD,Male,336
2014-2015,02,LIVE OAK COUNTY,THREE RIVERS ISD,149902,TRADITIONAL ISD/CSD,Female,365
2014-2015,02,LIVE OAK COUNTY,THREE RIVERS ISD,149902,TRADITIONAL ISD/CSD,Male,352
2014-2015,11,ERATH COUNTY,THREE WAY ISD,072901,TRADITIONAL ISD/CSD,Female,41
2014-2015,11,ERATH COUNTY,THREE WAY ISD,072901,TRADITIONAL ISD/CSD,Male,49
2014-2015,09,THROCKMORTON COUNTY,THROCKMORTON ISD,224901,TRADITIONAL ISD/CSD,Female,81
2014-2015,09,THROCKMORTON COUNTY,THROCKMORTON ISD,224901,TRADITIONAL ISD/CSD,Male,114
2014-2015,03,MATAGORDA COUNTY,TIDEHAVEN ISD,158902,TRADITIONAL ISD/CSD,Female,405
2014-2015,03,MATAGORDA COUNTY,TIDEHAVEN ISD,158902,TRADITIONAL ISD/CSD,Male,420
2014-2015,07,SHELBY COUNTY,TIMPSON ISD,210905,TRADITIONAL ISD/CSD,Female,301
2014-2015,07,SHELBY COUNTY,TIMPSON ISD,210905,TRADITIONAL ISD/CSD,Male,332
2014-2015,10,GRAYSON COUNTY,TIOGA ISD,091907,TRADITIONAL ISD/CSD,Female,196
2014-2015,10,GRAYSON COUNTY,TIOGA ISD,091907,TRADITIONAL ISD/CSD,Male,189
2014-2015,11,HOOD COUNTY,TOLAR ISD,111903,TRADITIONAL ISD/CSD,Female,379
2014-2015,11,HOOD COUNTY,TOLAR ISD,111903,TRADITIONAL ISD/CSD,Male,363
2014-2015,10,GRAYSON COUNTY,TOM BEAN ISD,091918,TRADITIONAL ISD/CSD,Female,342
2014-2015,10,GRAYSON COUNTY,TOM BEAN ISD,091918,TRADITIONAL ISD/CSD,Male,344
2014-2015,04,HARRIS COUNTY,TOMBALL ISD,101921,TRADITIONAL ISD/CSD,Female,6507
2014-2015,04,HARRIS COUNTY,TOMBALL ISD,101921,TRADITIONAL ISD/CSD,Male,6731
2014-2015,19,EL PASO COUNTY,TORNILLO ISD,071908,TRADITIONAL ISD/CSD,Female,670
2014-2015,19,EL PASO COUNTY,TORNILLO ISD,071908,TRADITIONAL ISD/CSD,Male,603
2014-2015,12,BELL COUNTY,TRANSFORMATIVE CHARTER ACADEMY,014802,OPEN ENROLLMENT CHARTER,Female,43
2014-2015,12,BELL COUNTY,TRANSFORMATIVE CHARTER ACADEMY,014802,OPEN ENROLLMENT CHARTER,Male,29
2014-2015,11,TARRANT COUNTY,TREETOPS SCHOOL INTERNATIONAL,220801,OPEN ENROLLMENT CHARTER,Female,185
2014-2015,11,TARRANT COUNTY,TREETOPS SCHOOL INTERNATIONAL,220801,OPEN ENROLLMENT CHARTER,Male,178
2014-2015,14,TAYLOR COUNTY,TRENT ISD,221905,TRADITIONAL ISD/CSD,Female,107
2014-2015,14,TAYLOR COUNTY,TRENT ISD,221905,TRADITIONAL ISD/CSD,Male,108
2014-2015,10,FANNIN COUNTY,TRENTON ISD,074912,TRADITIONAL ISD/CSD,Female,225
2014-2015,10,FANNIN COUNTY,TRENTON ISD,074912,TRADITIONAL ISD/CSD,Male,283
2014-2015,07,HENDERSON COUNTY,TRINIDAD ISD,107907,TRADITIONAL ISD/CSD,Female,83
2014-2015,07,HENDERSON COUNTY,TRINIDAD ISD,107907,TRADITIONAL ISD/CSD,Male,103
2014-2015,10,DALLAS COUNTY,TRINITY BASIN PREPARATORY,057813,OPEN ENROLLMENT CHARTER,Female,944
2014-2015,10,DALLAS COUNTY,TRINITY BASIN PREPARATORY,057813,OPEN ENROLLMENT CHARTER,Male,896
2014-2015,13,COMAL COUNTY,TRINITY CHARTER SCHOOL,046802,OPEN ENROLLMENT CHARTER,Female,155
2014-2015,13,COMAL COUNTY,TRINITY CHARTER SCHOOL,046802,OPEN ENROLLMENT CHARTER,Male,335
2014-2015,06,TRINITY COUNTY,TRINITY ISD,228903,TRADITIONAL ISD/CSD,Female,617
2014-2015,06,TRINITY COUNTY,TRINITY ISD,228903,TRADITIONAL ISD/CSD,Male,633
2014-2015,07,SMITH COUNTY,TROUP ISD,212904,TRADITIONAL ISD/CSD,Female,542
2014-2015,07,SMITH COUNTY,TROUP ISD,212904,TRADITIONAL ISD/CSD,Male,538
2014-2015,12,BELL COUNTY,TROY ISD,014910,TRADITIONAL ISD/CSD,Female,673
2014-2015,12,BELL COUNTY,TROY ISD,014910,TRADITIONAL ISD/CSD,Male,795
2014-2015,16,SWISHER COUNTY,TULIA ISD,219903,TRADITIONAL ISD/CSD,Female,540
2014-2015,16,SWISHER COUNTY,TULIA ISD,219903,TRADITIONAL ISD/CSD,Male,542
2014-2015,02,NUECES COUNTY,TULOSO-MIDWAY ISD,178912,TRADITIONAL ISD/CSD,Female,1954
2014-2015,02,NUECES COUNTY,TULOSO-MIDWAY ISD,178912,TRADITIONAL ISD/CSD,Male,1930
2014-2015,16,HALL COUNTY,TURKEY-QUITAQUE ISD,096905,TRADITIONAL ISD/CSD,Female,91
2014-2015,16,HALL COUNTY,TURKEY-QUITAQUE ISD,096905,TRADITIONAL ISD/CSD,Male,98
2014-2015,04,HARRIS COUNTY,TWO DIMENSIONS PREPARATORY ACADEMY,101840,OPEN ENROLLMENT CHARTER,Female,286
2014-2015,04,HARRIS COUNTY,TWO DIMENSIONS PREPARATORY ACADEMY,101840,OPEN ENROLLMENT CHARTER,Male,247
2014-2015,07,SMITH COUNTY,TYLER ISD,212905,TRADITIONAL ISD/CSD,Female,8774
2014-2015,07,SMITH COUNTY,TYLER ISD,212905,TRADITIONAL ISD/CSD,Male,9261
2014-2015,10,DALLAS COUNTY,UME PREPARATORY ACADEMY,057845,OPEN ENROLLMENT CHARTER,Female,212
2014-2015,10,DALLAS COUNTY,UME PREPARATORY ACADEMY,057845,OPEN ENROLLMENT CHARTER,Male,201
2014-2015,07,UPSHUR COUNTY,UNION GROVE ISD,230908,TRADITIONAL ISD/CSD,Female,356
2014-2015,07,UPSHUR COUNTY,UNION GROVE ISD,230908,TRADITIONAL ISD/CSD,Male,412
2014-2015,07,UPSHUR COUNTY,UNION HILL ISD,230904,TRADITIONAL ISD/CSD,Female,141
2014-2015,07,UPSHUR COUNTY,UNION HILL ISD,230904,TRADITIONAL ISD/CSD,Male,169
2014-2015,01,WEBB COUNTY,UNITED ISD,240903,TRADITIONAL ISD/CSD,Female,21084
2014-2015,01,WEBB COUNTY,UNITED ISD,240903,TRADITIONAL ISD/CSD,Male,22337
2014-2015,10,DALLAS COUNTY,UNIVERSAL ACADEMY,057808,OPEN ENROLLMENT CHARTER,Female,935
2014-2015,10,DALLAS COUNTY,UNIVERSAL ACADEMY,057808,OPEN ENROLLMENT CHARTER,Male,857
2014-2015,04,HARRIS COUNTY,UNIVERSITY OF HOUSTON CHARTER SCHO,101807,OPEN ENROLLMENT CHARTER,Female,66
2014-2015,04,HARRIS COUNTY,UNIVERSITY OF HOUSTON CHARTER SCHO,101807,OPEN ENROLLMENT CHARTER,Male,73
2014-2015,13,TRAVIS COUNTY,UNIVERSITY OF TEXAS ELEMENTARY CHA,227819,OPEN ENROLLMENT CHARTER,Female,151
2014-2015,13,TRAVIS COUNTY,UNIVERSITY OF TEXAS ELEMENTARY CHA,227819,OPEN ENROLLMENT CHARTER,Male,153
2014-2015,13,TRAVIS COUNTY,UNIVERSITY OF TEXAS UNIVERSITY CHA,227806,OPEN ENROLLMENT CHARTER,Female,197
2014-2015,13,TRAVIS COUNTY,UNIVERSITY OF TEXAS UNIVERSITY CHA,227806,OPEN ENROLLMENT CHARTER,Male,242
2014-2015,10,DALLAS COUNTY,UPLIFT EDUCATION - HAMPTON PREPARA,057843,OPEN ENROLLMENT CHARTER,Female,686
2014-2015,10,DALLAS COUNTY,UPLIFT EDUCATION - HAMPTON PREPARA,057843,OPEN ENROLLMENT CHARTER,Male,556
2014-2015,10,DALLAS COUNTY,UPLIFT EDUCATION - NORTH HILLS PRE,057803,OPEN ENROLLMENT CHARTER,Female,1389
2014-2015,10,DALLAS COUNTY,UPLIFT EDUCATION - NORTH HILLS PRE,057803,OPEN ENROLLMENT CHARTER,Male,1335
2014-2015,10,DALLAS COUNTY,UPLIFT EDUCATION - PEAK PREPARATOR,057838,OPEN ENROLLMENT CHARTER,Female,1344
2014-2015,10,DALLAS COUNTY,UPLIFT EDUCATION - PEAK PREPARATOR,057838,OPEN ENROLLMENT CHARTER,Male,1403
2014-2015,10,DALLAS COUNTY,UPLIFT EDUCATION - WILLIAMS PREPAR,057842,OPEN ENROLLMENT CHARTER,Female,1359
2014-2015,10,DALLAS COUNTY,UPLIFT EDUCATION - WILLIAMS PREPAR,057842,OPEN ENROLLMENT CHARTER,Male,1397
2014-2015,11,TARRANT COUNTY,UPLIFT EDUCATION-SUMMIT INTERNATIO,220816,OPEN ENROLLMENT CHARTER,Female,1308
2014-2015,11,TARRANT COUNTY,UPLIFT EDUCATION-SUMMIT INTERNATIO,220816,OPEN ENROLLMENT CHARTER,Male,1181
2014-2015,07,SMITH COUNTY,UT TYLER INNOVATION ACADEMY,212804,OPEN ENROLLMENT CHARTER,Female,248
2014-2015,07,SMITH COUNTY,UT TYLER INNOVATION ACADEMY,212804,OPEN ENROLLMENT CHARTER,Male,297
2014-2015,20,UVALDE COUNTY,UTOPIA ISD,232904,TRADITIONAL ISD/CSD,Female,101
2014-2015,20,UVALDE COUNTY,UTOPIA ISD,232904,TRADITIONAL ISD/CSD,Male,104
2014-2015,18,ECTOR COUNTY,UTPB STEM ACADEMY,068803,OPEN ENROLLMENT CHARTER,Female,145
2014-2015,18,ECTOR COUNTY,UTPB STEM ACADEMY,068803,OPEN ENROLLMENT CHARTER,Male,156
2014-2015,20,UVALDE COUNTY,UVALDE CISD,232903,TRADITIONAL ISD/CSD,Female,2336
2014-2015,20,UVALDE COUNTY,UVALDE CISD,232903,TRADITIONAL ISD/CSD,Male,2441
2014-2015,18,JEFF DAVIS COUNTY,VALENTINE ISD,122902,TRADITIONAL ISD/CSD,Female,19
2014-2015,18,JEFF DAVIS COUNTY,VALENTINE ISD,122902,TRADITIONAL ISD/CSD,Male,20
2014-2015,12,BOSQUE COUNTY,VALLEY MILLS ISD,018904,TRADITIONAL ISD/CSD,Female,304
2014-2015,12,BOSQUE COUNTY,VALLEY MILLS ISD,018904,TRADITIONAL ISD/CSD,Male,317
2014-2015,01,HIDALGO COUNTY,VALLEY VIEW ISD,108916,TRADITIONAL ISD/CSD,Female,2176
2014-2015,11,COOKE COUNTY,VALLEY VIEW ISD,049903,TRADITIONAL ISD/CSD,Female,375
2014-2015,01,HIDALGO COUNTY,VALLEY VIEW ISD,108916,TRADITIONAL ISD/CSD,Male,2308
2014-2015,11,COOKE COUNTY,VALLEY VIEW ISD,049903,TRADITIONAL ISD/CSD,Male,369
2014-2015,10,GRAYSON COUNTY,VAN ALSTYNE ISD,091908,TRADITIONAL ISD/CSD,Female,694
2014-2015,10,GRAYSON COUNTY,VAN ALSTYNE ISD,091908,TRADITIONAL ISD/CSD,Male,705
2014-2015,07,VAN ZANDT COUNTY,VAN ISD,234906,TRADITIONAL ISD/CSD,Female,1141
2014-2015,07,VAN ZANDT COUNTY,VAN ISD,234906,TRADITIONAL ISD/CSD,Male,1197
2014-2015,03,MATAGORDA COUNTY,VAN VLECK ISD,158906,TRADITIONAL ISD/CSD,Female,415
2014-2015,03,MATAGORDA COUNTY,VAN VLECK ISD,158906,TRADITIONAL ISD/CSD,Male,516
2014-2015,01,HIDALGO COUNTY,VANGUARD ACADEMY,108808,OPEN ENROLLMENT CHARTER,Female,1211
2014-2015,01,HIDALGO COUNTY,VANGUARD ACADEMY,108808,OPEN ENROLLMENT CHARTER,Male,1122
2014-2015,16,OLDHAM COUNTY,VEGA ISD,180902,TRADITIONAL ISD/CSD,Female,168
2014-2015,16,OLDHAM COUNTY,VEGA ISD,180902,TRADITIONAL ISD/CSD,Male,191
2014-2015,11,JOHNSON COUNTY,VENUS ISD,126908,TRADITIONAL ISD/CSD,Female,933
2014-2015,11,JOHNSON COUNTY,VENUS ISD,126908,TRADITIONAL ISD/CSD,Male,1023
2014-2015,15,TOM GREEN COUNTY,VERIBEST ISD,226908,TRADITIONAL ISD/CSD,Female,135
2014-2015,15,TOM GREEN COUNTY,VERIBEST ISD,226908,TRADITIONAL ISD/CSD,Male,147
2014-2015,09,WILBARGER COUNTY,VERNON ISD,244903,TRADITIONAL ISD/CSD,Female,1019
2014-2015,09,WILBARGER COUNTY,VERNON ISD,244903,TRADITIONAL ISD/CSD,Male,1123
2014-2015,03,VICTORIA COUNTY,VICTORIA ISD,235902,TRADITIONAL ISD/CSD,Female,7023
2014-2015,03,VICTORIA COUNTY,VICTORIA ISD,235902,TRADITIONAL ISD/CSD,Male,7460
2014-2015,04,HARRIS COUNTY,VICTORY PREP,101865,OPEN ENROLLMENT CHARTER,Female,355
2014-2015,04,HARRIS COUNTY,VICTORY PREP,101865,OPEN ENROLLMENT CHARTER,Male,279
2014-2015,05,ORANGE COUNTY,VIDOR ISD,181907,TRADITIONAL ISD/CSD,Female,2317
2014-2015,05,ORANGE COUNTY,VIDOR ISD,181907,TRADITIONAL ISD/CSD,Male,2564
2014-2015,10,DALLAS COUNTY,VILLAGE TECH SCHOOLS,057847,OPEN ENROLLMENT CHARTER,Female,384
2014-2015,10,DALLAS COUNTY,VILLAGE TECH SCHOOLS,057847,OPEN ENROLLMENT CHARTER,Male,343
2014-2015,19,EL PASO COUNTY,VISTA DEL FUTURO CHARTER SCHOOL,071809,OPEN ENROLLMENT CHARTER,Female,164
2014-2015,19,EL PASO COUNTY,VISTA DEL FUTURO CHARTER SCHOOL,071809,OPEN ENROLLMENT CHARTER,Male,175
2014-2015,03,LAVACA COUNTY,VYSEHRAD ISD,143904,TRADITIONAL ISD/CSD,Female,59
2014-2015,03,LAVACA COUNTY,VYSEHRAD ISD,143904,TRADITIONAL ISD/CSD,Male,51
2014-2015,12,MCLENNAN COUNTY,WACO CHARTER SCHOOL,161801,OPEN ENROLLMENT CHARTER,Female,99
2014-2015,12,MCLENNAN COUNTY,WACO CHARTER SCHOOL,161801,OPEN ENROLLMENT CHARTER,Male,124
2014-2015,12,MCLENNAN COUNTY,WACO ISD,161914,TRADITIONAL ISD/CSD,Female,7337
2014-2015,12,MCLENNAN COUNTY,WACO ISD,161914,TRADITIONAL ISD/CSD,Male,7641
2014-2015,13,GONZALES COUNTY,WAELDER ISD,089905,TRADITIONAL ISD/CSD,Female,156
2014-2015,13,GONZALES COUNTY,WAELDER ISD,089905,TRADITIONAL ISD/CSD,Male,159
2014-2015,16,DEAF SMITH COUNTY,WALCOTT ISD,059902,TRADITIONAL ISD/CSD,Female,67
2014-2015,16,DEAF SMITH COUNTY,WALCOTT ISD,059902,TRADITIONAL ISD/CSD,Male,66
2014-2015,15,TOM GREEN COUNTY,WALL ISD,226906,TRADITIONAL ISD/CSD,Female,536
2014-2015,15,TOM GREEN COUNTY,WALL ISD,226906,TRADITIONAL ISD/CSD,Male,569
2014-2015,04,WALLER COUNTY,WALLER ISD,237904,TRADITIONAL ISD/CSD,Female,3050
2014-2015,04,WALLER COUNTY,WALLER ISD,237904,TRADITIONAL ISD/CSD,Male,3200
2014-2015,11,COOKE COUNTY,WALNUT BEND ISD,049908,TRADITIONAL ISD/CSD,Female,53
2014-2015,11,COOKE COUNTY,WALNUT BEND ISD,049908,TRADITIONAL ISD/CSD,Male,35
2014-2015,12,BOSQUE COUNTY,WALNUT SPRINGS ISD,018905,TRADITIONAL ISD/CSD,Female,78
2014-2015,12,BOSQUE COUNTY,WALNUT SPRINGS ISD,018905,TRADITIONAL ISD/CSD,Male,94
2014-2015,05,TYLER COUNTY,WARREN ISD,229904,TRADITIONAL ISD/CSD,Female,598
2014-2015,05,TYLER COUNTY,WARREN ISD,229904,TRADITIONAL ISD/CSD,Male,632
2014-2015,07,HARRISON COUNTY,WASKOM ISD,102903,TRADITIONAL ISD/CSD,Female,455
2014-2015,07,HARRISON COUNTY,WASKOM ISD,102903,TRADITIONAL ISD/CSD,Male,457
2014-2015,15,TOM GREEN COUNTY,WATER VALLEY ISD,226905,TRADITIONAL ISD/CSD,Female,148
2014-2015,15,TOM GREEN COUNTY,WATER VALLEY ISD,226905,TRADITIONAL ISD/CSD,Male,168
2014-2015,10,ELLIS COUNTY,WAXAHACHIE FAITH FAMILY ACADEMY,070801,OPEN ENROLLMENT CHARTER,Female,286
2014-2015,10,ELLIS COUNTY,WAXAHACHIE FAITH FAMILY ACADEMY,070801,OPEN ENROLLMENT CHARTER,Male,223
2014-2015,10,ELLIS COUNTY,WAXAHACHIE ISD,070912,TRADITIONAL ISD/CSD,Female,3787
2014-2015,10,ELLIS COUNTY,WAXAHACHIE ISD,070912,TRADITIONAL ISD/CSD,Male,4181
